cemetery,firstworldwarcasualties,secondworldwarcasualties,totalcasualties,cemeterycountry,locality
FREDERICTON RURAL CEMETERY,13,8,21,Canada,New Brunswick
FREDERICTON SUNNY BANK CEMETERY,2,1,3,Canada,New Brunswick
FREDERIKSHAVN CEMETERY,4,65,69,Denmark,
FREDRIKSTAD MILITARY CEMETERY,82,,82,Norway,
FREEBY (ST. MARY) CHURCHYARD,2,,2,United Kingdom,Leicestershire
FREEDOM (OAK GROVE) CEMETERY,1,,1,United States of America,Pennsylvania
FREELTON (CARMEL) CEMETERY,1,,1,Canada,Ontario
FREEPORT (VALLEY) CEMETERY,1,3,4,Canada,Nova Scotia
FREETOWN (KING TOM) CEMETERY,131,267,534,Sierra Leone,
FREETOWN (KING TOM) CEMETERY MEMORIAL,31,5,36,Sierra Leone,
FREETOWN MEMORIAL,1111,247,1358,Sierra Leone,
FREISTON (ST. JAMES) CHURCHYARD,8,1,9,United Kingdom,Lincolnshire
FREMANTLE CEMETERY,127,21,149,Australia,Western Australia
FREMINGTON (ST. PETER) CHURCHYARD,3,2,5,United Kingdom,Devon
FRENCH RIVER CEMETERY,1,,1,Canada,Nova Scotia
FRENCH VILLAGE (ST. PAUL'S) CEMETERY,1,,1,Canada,Nova Scotia
FRENCHAY (ST. JOHN THE BAPTIST) CHURCHYARD,6,3,9,United Kingdom,Gloucestershire
FRENSHAM (ST. MARY) CHURCHYARD,7,5,12,United Kingdom,Surrey
FRESHWATER (ALL SAINTS) CHURCHYARD,15,5,20,United Kingdom,Isle of Wight
FRESNO (CHAPEL OF LIGHT) COLUMBARIUM,1,,1,United States of America,California
FRESNO (MOUNTAIN VIEW) CEMETERY,1,,1,United States of America,California
FRESNOY-LE-GRAND COMMUNAL CEMETERY EXTENSION,69,,69,France,Aisne
FRESNOY-LES-ROYE COMMUNAL CEMETERY,1,,1,France,Somme
FRESSINGFIELD (SS. PETER AND PAUL) CHURCHYARD,3,,3,United Kingdom,Suffolk
FRESTON (ST. PETER) CHURCHYARD,1,,1,United Kingdom,Suffolk
FRETHERNE (ST. MARY THE VIRGIN) CHURCHYARD,1,1,2,United Kingdom,Gloucestershire
FRETIN COMMUNAL CEMETERY,21,6,27,France,Nord
FRETOY COMMUNAL CEMETERY,3,,3,France,Seine-et-Marne
FREYSTROP CEMETERY,1,,1,United Kingdom,Pembrokeshire
FRIARMERE (ST. THOMAS) CHURCHYARD,1,1,2,United Kingdom,Yorkshire
FRICKLEY (ALL SAINTS) CHURCHYARD,1,,1,United Kingdom,Yorkshire
FRICOURT BRITISH CEMETERY,134,,134,France,Somme
FRICOURT NEW MILITARY CEMETERY,210,,210,France,Somme
FRIERN BARNET (ST. JAMES THE GREAT) CHURCHYARD,14,2,16,United Kingdom,Middlesex
FRIEZLAND (CHRIST CHURCH) CHURCHYARD,2,1,3,United Kingdom,Yorkshire
FRIMLEY (ST. PETER) CHURCHYARD,7,13,21,United Kingdom,Surrey
FRINDSBURY (ALL SAINTS) CHURCHYARD,9,10,19,United Kingdom,Kent
FRINTON-ON-SEA (ST. MARY) CHURCHYARD,4,3,7,United Kingdom,Essex
FRIOCKHEIM CEMETERY,1,1,2,United Kingdom,Angus
FRISE COMMUNAL CEMETERY,1,,1,France,Somme
FRISKNEY CEMETERY,1,2,3,United Kingdom,Lincolnshire
FRITHVILLE (ST. PETER) CHURCHYARD,1,,1,United Kingdom,Lincolnshire
FRITTENDEN (ST. MARY) CHURCHYARD,3,,3,United Kingdom,Kent
FRIZINGTON (ST. JOSEPH'S) ROMAN CATHOLIC CEMETERY,2,1,3,United Kingdom,Cumberland
FRIZINGTON (ST. PAUL) CHURCHYARD,2,5,7,United Kingdom,Cumberland
FROBISHER (RESTHAVEN) CEMETERY,1,,1,Canada,Saskatchewan
FRODSHAM (ST. LAURENCE) CHURCHYARD,15,6,21,United Kingdom,Cheshire
"FROGMORE (HOLY TRINITY) BURIAL GROUND, ST. ALBANS",4,8,12,United Kingdom,Hertfordshire
FROIDMONT COMMUNAL CEMETERY,9,,9,Belgium,Hainaut
FROME (CHRIST CHURCH) CHURCHYARD,12,9,21,United Kingdom,Somerset
FROME (HOLY TRINITY) CHURCHYARD,12,7,19,United Kingdom,Somerset
FROME (ST. JOHN THE BAPTIST) CHURCHYARD,1,1,2,United Kingdom,Somerset
FROME (VALLIS ROAD) CEMETERY,10,2,12,United Kingdom,Somerset
FROME VAUCHURCH CHURCHYARD,1,,1,United Kingdom,Dorset
FROMELLES (PHEASANT WOOD) MILITARY CEMETERY,250,,250,France,Nord
FROMIEE COMMUNAL CEMETERY,1,,1,Belgium,Hainaut
FROSSES CATHOLIC CHURCHYARD,1,,1,"Ireland, Republic of",County Donegal
FROSTENDEN (ALL SAINTS) CHURCHYARD,1,2,3,United Kingdom,Suffolk
FROSTERLEY (ST. MICHAEL) CHURCHYARD,1,2,3,United Kingdom,Durham
FROXFIELD (ALL SAINTS) CHURCHYARD,2,,2,United Kingdom,Wiltshire
FROYLE (ST. MARY) CHURCHYARD EXTENSION,1,1,2,United Kingdom,Hampshire
FRUGES COMMUNAL CEMETERY,1,20,21,France,Pas de Calais
FRYERNING CEMETERY,3,3,6,United Kingdom,Essex
FRYSTON (ST. PETER) CHURCHYARD,4,1,5,United Kingdom,Yorkshire
FULBECK (ST. NICHOLAS) CHURCHYARD,5,1,6,United Kingdom,Lincolnshire
FULBOURN HOSPITAL CEMETERY,1,,1,United Kingdom,Cambridgeshire
FULFORD (ST. NICHOLAS) CHURCHYARD,4,,4,United Kingdom,Staffordshire
FULFORD CEMETERY,105,129,235,United Kingdom,Yorkshire
FULHAM (ST. THOMAS OF CANTERBURY) ROMAN CATHOLIC CHURCHYARD,3,,3,United Kingdom,London
FULHAM PALACE ROAD CEMETERY,181,57,240,United Kingdom,London
FULMODESTON (CHRIST CHURCH) CHURCHYARD,2,,2,United Kingdom,Norfolk
FULNECK MORAVIAN BURIAL GROUND,2,,2,United Kingdom,Yorkshire
FULWOOD (CHRIST CHURCH) CHURCHYARD,13,7,20,United Kingdom,Yorkshire
FUNCHAL BRITISH CEMETERY,3,3,7,Madeira,
FUNDENHALL (ST. NICHOLAS) CHURCHYARD,2,,2,United Kingdom,Norfolk
FUNTINGTON (ST. MARY) CHURCHYARD,1,4,5,United Kingdom,Sussex
FYFIELD (ST. NICHOLAS) CHURCHYARD,1,,1,United Kingdom,Berkshire
FYFIELD BURIAL GROUND,1,,1,United Kingdom,Essex
FYLINGDALES (ST. STEPHEN) CHURCHYARD,4,5,9,United Kingdom,Yorkshire
FYVIE PARISH CHURCHYARD,5,1,6,United Kingdom,Aberdeenshire
FYZABAD CANTONMENT CEMETERY,30,,30,India,
GABRIOLA ISLAND GRAVEYARD,1,,1,Canada,British Columbia
GAERWEN CALVINISTIC METHODIST CHAPELYARD,1,2,3,United Kingdom,Anglesey
GAGETOWN (ST. JOHN'S) CHURCH CEMETERY,1,1,2,Canada,New Brunswick
GAINFORD (ST. MARY) CHURCHYARD,2,,2,United Kingdom,Durham
GAINSBOROUGH (NORTH WARREN) CEMETERY,3,,3,United Kingdom,Lincolnshire
GAINSBOROUGH GENERAL CEMETERY,43,14,57,United Kingdom,Lincolnshire
GAIRLOCH OLD CHURCHYARD,2,5,7,United Kingdom,Ross and Cromarty
GALASHIELS (EASTLANDS) CEMETERY,25,26,51,United Kingdom,Selkirkshire
GALASHIELS (LADHOPE) CEMETERY,1,,1,United Kingdom,Selkirkshire
GALLEYWOOD (ST. MICHAEL) CHURCHYARD,1,2,3,United Kingdom,Essex
GALLIPOLI COMMUNAL CEMETERY,7,,7,Italy,
GALLOON (ST. COMGALL) CHURCH OF IRELAND CHURCHYARD,1,2,3,United Kingdom,County Fermanagh
GALMPTON (HOLY TRINITY) CHURCHYARD,5,1,6,United Kingdom,Devon
GALONG CEMETERY,1,,1,Australia,New South Wales
GALSON OLD CHURCHYARD,1,,1,United Kingdom,Ross and Cromarty
GALSTON CEMETERY,8,5,13,United Kingdom,Ayrshire
GALWAY (BOHERMORE) NEW CEMETERY,17,3,20,"Ireland, Republic of",County Galway
GALWAY (FORTHILL) GRAVEYARD,1,,1,"Ireland, Republic of",County Galway
GAMBAGA EUROPEAN CEMETERY,1,,1,Ghana,
GAMBIA MEMORIAL,36,,36,Gambia,
GAMBOA BRITISH CEMETERY,9,4,14,Brazil,
GAMLINGAY CEMETERY,5,2,7,United Kingdom,Cambridgeshire
GAMRIE NEW PARISH CHURCHYARD,6,8,14,United Kingdom,Banffshire
GAMRIE OLD CHURCHYARD,1,,1,United Kingdom,Banffshire
GANANOQUE CEMETERY,1,1,2,Canada,Ontario
GANAREW (ST. SWITHIN) CHURCHYARD,1,,1,United Kingdom,Herefordshire
GANDELU COMMUNAL CEMETERY,5,,5,France,Aisne
GANMAIN CEMETERY,1,,1,Australia,New South Wales
GANTON (ST. NICHOLAS) CHURCHYARD,1,,1,United Kingdom,Yorkshire
GARBOLDISHAM (ST. JOHN THE BAPTIST) CHURCHYARD,1,,1,United Kingdom,Norfolk
GARDEN RIVER ROMAN CATHOLIC CEMETERY,1,,1,Canada,Ontario
GARDINER (LIBBY HILL) CEMETERY,1,,1,United States of America,Maine
GARFORTH (ST. MARY) CHURCHYARD,1,,1,United Kingdom,Yorkshire
GARFORTH CEMETERY,5,3,8,United Kingdom,Yorkshire
GARGRAVE (ST. ANDREW) CHURCHYARD,3,2,5,United Kingdom,Yorkshire
GARNANT (CHRIST CHURCH) CHURCHYARD,1,2,3,United Kingdom,Carmarthenshire
GARNANT (OLD BETHEL) WELSH CONGREGATIONAL CHAPELYARD,1,4,5,United Kingdom,Carmarthenshire
GARNDIFFAITH (ST. JOHN'S) BURIAL GROUND,3,6,9,United Kingdom,Monmouthshire
GARRYCLOYNE CATHOLIC CEMETERY,3,,3,"Ireland, Republic of",County Cork
GARSTANG (ST. HELEN) CHURCHYARD,1,,1,United Kingdom,Lancashire
GARSTANG (ST. THOMAS) CHURCHYARD,2,,2,United Kingdom,Lancashire
GARSTANG UNITED REFORMED CHURCHYARD,1,,1,United Kingdom,Lancashire
GARSTON (ST. MICHAEL) CHURCHYARD,3,1,4,United Kingdom,Lancashire
GARTH OLD CHURCHYARD,1,1,2,United Kingdom,Shetland
GARTHBEIBIO (ST. TYDECHO) CHURCHYARD,2,,2,United Kingdom,Montgomeryshire
GARTLY PARISH CHURCHYARD,1,,1,United Kingdom,Aberdeenshire
GARTMORE PARISH CHURCHYARD,2,,2,United Kingdom,Stirlingshire
GARTON-IN-HOLDERNESS (ST. MICHAEL) CHURCHYARD,1,,1,United Kingdom,Yorkshire
GARVESTON (ST. MARGARET) CHURCHYARD,1,,1,United Kingdom,Norfolk
GARVOCK PARISH CHURCHYARD,1,1,2,United Kingdom,Kincardineshire
GASPE (ST. ALBERT DE GASPE) CEMETERY,1,1,2,Canada,Quebec
GATE HELMSLEY (ST. MARY) CHURCHYARD,1,,1,United Kingdom,Yorkshire
GATESHEAD (SALTWELL) CEMETERY,66,56,123,United Kingdom,Durham
GATESHEAD EAST CEMETERY,141,94,236,United Kingdom,Durham
GATESHEAD FELL (ST. JOHN) CHURCHYARD,10,7,17,United Kingdom,Durham
GATTON CEMETERY,2,2,4,Australia,Queensland
GAUB MISSION STATION,2,,2,Namibia,
"GAUCHE WOOD CEMETERY, VILLERS-GUISLAIN",48,,48,France,Nord
GAWCOTT CHURCHYARD,1,1,2,United Kingdom,Buckinghamshire
GAWSWORTH (ST. JAMES) CHURCHYARD,2,1,3,United Kingdom,Cheshire
GAYHURST (ST. PETER) CHURCHYARD,1,,1,United Kingdom,Buckinghamshire
GAYNDAH CEMETERY,1,,1,Australia,Queensland
GAYS RIVER UNITED CHURCH CEMETERY,3,,3,Canada,Nova Scotia
GAYTON (ST. MARY) CHURCHYARD,1,,1,United Kingdom,Northamptonshire
GAZA WAR CEMETERY,3406,255,3691,Israel and Palestine (including Gaza),
GAZELEY (ALL SAINTS) CHURCHYARD,2,,2,United Kingdom,Suffolk
GEDDINGTON (ST. MARY MAGDALENE) CHURCHYARD,2,2,4,United Kingdom,Northamptonshire
GEDLING (ALL HALLOWS) CHURCHYARD,1,,1,United Kingdom,Nottinghamshire
GEDNEY (ST. MARY MAGDALENE) CHURCHYARD,1,,1,United Kingdom,Lincolnshire
GEE CROSS (HOLY TRINITY) CHURCHYARD,6,3,9,United Kingdom,Cheshire
GEELONG EASTERN CEMETERY,9,35,44,Australia,Victoria
GEELONG WESTERN PUBLIC CEMETERY,8,15,23,Australia,Victoria
GEFFOSSES CHURCHYARD,1,,1,France,Manche
GELDESTON (ST. MICHAEL) CHURCHYARD,2,2,4,United Kingdom,Norfolk
GELLYGAER (ST. CATTWG) CHURCHYARD,8,2,10,United Kingdom,Glamorganshire
GELLYWEN (AINON) BAPTIST CHAPELYARD,1,,1,United Kingdom,Carmarthenshire
GENECH COMMUNAL CEMETERY,5,,5,France,Nord
GENT CITY CEMETERY,86,112,198,Belgium,Oost-Vlaanderen
GENTELLES COMMUNAL CEMETERY,23,,23,France,Somme
GENTLESHAW (CHRIST CHURCH) CHURCHYARD,1,,1,United Kingdom,Staffordshire
GEOGHEGAN ROMAN CATHOLIC GRAVEYARD,1,,1,"Ireland, Republic of",County Westmeath
GEORGE NYMPTON (ST. GEORGE) CHURCHYARD EXTENSION,1,,1,United Kingdom,Devon
GEORGEHAM (ST. GEORGE) CHURCHYARD,3,1,4,United Kingdom,Devon
GEORGETOWN (GREENWOOD) CEMETERY,4,3,7,Canada,Ontario
GEORGETOWN (KNOX PRESBYTERIAN CHURCH) CEMETERY,1,,1,Canada,Ontario
GEORGETOWN (ST. JAMES) CEMETERY,1,1,2,Canada,Prince Edward Island
GEORGETOWN (TIMEHRI) MEMORIAL,11,7,18,Guyana,
GERALDINE CEMETERY,3,3,7,New Zealand,Timaru District
GERALDINE OLD GRAVEYARD,1,,1,"Ireland, Republic of",County Kildare
GERMANSWEEK CHURCH CEMETERY,1,,1,United Kingdom,Devon
GERMISTON (PRIMROSE) CEMETERY,4,58,605,South Africa,Gauteng
GERMOE CHURCH CEMETERY,1,,1,United Kingdom,Cornwall
GERRANS (ST. GERRANS) CHURCHYARD,6,3,9,United Kingdom,Cornwall
GERRINGONG CEMETERY,1,,1,Australia,New South Wales
GESTINGTHORPE (ST. MARY) CHURCHYARD,1,,1,United Kingdom,Essex
GEZAINCOURT COMMUNAL CEMETERY,9,,9,France,Somme
GEZAINCOURT COMMUNAL CEMETERY EXTENSION,671,7,678,France,Somme
GHISSIGNIES BRITISH CEMETERY,120,,120,France,Nord
GHLIN COMMUNAL CEMETERY,1,,1,Belgium,Hainaut
"GHYLL UNDENOMINATIONAL BURIAL GROUND, BARNOLDSWICK",9,6,15,United Kingdom,Yorkshire
GIANT'S LAKE CEMETERY,1,,1,Canada,Nova Scotia
"GIAVERA BRITISH CEMETERY, ARCADE",417,,417,Italy,
GIAVERA MEMORIAL,150,,150,Italy,
GIBEON STATION CEMETERY,39,,39,Namibia,
GIBEON VILLAGE CEMETERY,7,,7,Namibia,
GIBRALTAR (NORTH FRONT) CEMETERY,325,360,688,Gibraltar,
GIBRALTAR MEMORIAL,9,91,100,Gibraltar,
GIENS COMMUNAL CEMETERY,1,,1,France,Var
GIESSEN JEWISH CEMETERY,1,,1,Germany,Hessen
GIEVRES COMMUNAL CEMETERY,2,,2,France,Loir-et-Cher
GIJZENZELE CHURCHYARD,1,,1,Belgium,Oost-Vlaanderen
GILDERSOME CEMETERY,7,4,11,United Kingdom,Yorkshire
GILGANDRA CEMETERY,2,,2,Australia,New South Wales
GILGIL WAR CEMETERY,1,224,256,Kenya,
GILLING (ST. AGATHA) CHURCHYARD,3,2,5,United Kingdom,Yorkshire
"GILLINGHAM (ST. MARY) CHURCHYARD, NORFOLK",1,1,2,United Kingdom,Norfolk
"GILLINGHAM (WOODLANDS) CEMETERY, KENT",837,386,1226,United Kingdom,Kent
"GILLINGHAM NEW CEMETERY, DORSET",14,2,16,United Kingdom,Dorset
GIMLI CEMETERY,2,,2,Canada,Manitoba
GIN GIN GENERAL CEMETERY,1,2,3,Australia,Queensland
GIRTHON PARISH CEMETERY,4,3,7,United Kingdom,Kirkcudbrightshire
GIRVAN (DOUNE) CEMETERY,25,20,45,United Kingdom,Ayrshire
GIRVAN OLD CHURCHYARD,1,,1,United Kingdom,Ayrshire
GIRVIN CEMETERY,1,,1,Canada,Saskatchewan
GISBORNE (TARUHERU) CEMETERY,12,21,33,New Zealand,Gisborne District
GISBORNE CEMETERY,2,1,3,Australia,Victoria
GISBURN (ST. MARY) CHURCHYARD,2,,2,United Kingdom,Yorkshire
GISLINGHAM (ST. MARY) CHURCHYARD,1,,1,United Kingdom,Suffolk
GISSING (ST. MARY) CHURCHYARD,2,,2,United Kingdom,Norfolk
GITTISHAM (ST. MICHAEL) CHURCHYARD,1,2,3,United Kingdom,Devon
"GIVENCHY ROAD CANADIAN CEMETERY, NEUVILLE-ST. VAAST",111,,111,France,Pas de Calais
"GIVENCHY-EN-GOHELLE CANADIAN CEMETERY, SOUCHEZ",154,,154,France,Pas de Calais
GIVRY COMMUNAL CEMETERY,2,,2,Belgium,Hainaut
GLACE BAY (GREENWOOD) CEMETERY,3,11,14,Canada,Nova Scotia
GLACE BAY (ST. ANNE'S) ROMAN CATHOLIC CEMETERY,7,6,13,Canada,Nova Scotia
GLACKNADRUMMOND METHODIST CHURCHYARD,1,,1,"Ireland, Republic of",County Donegal
GLADESTRY (ST. MARY) CHURCHYARD,1,,1,United Kingdom,Radnorshire
GLADSMUIR PARISH CHURCHYARD,2,5,7,United Kingdom,East Lothian
"GLADSTONE CEMETERY, MANITOBA",1,,1,Canada,Manitoba
"GLADSTONE CEMETERY, QUEENSLAND",1,5,6,Australia,Queensland
GLAGEON COMMUNAL CEMETERY,221,,221,France,Nord
GLAGEON COMMUNAL CEMETERY EXTENSION,303,,303,France,Nord
GLAIS (SION) WELSH CONGREGATIONAL CHAPELYARD,1,1,2,United Kingdom,Glamorganshire
GLAISDALE (ST. THOMAS) CHURCHYARD,1,,1,United Kingdom,Yorkshire
GLANFORD (WHITE CHURCH ROAD) METHODIST CEMETERY,1,,1,Canada,Ontario
GLANOGWEN (CHRIST CHURCH) CHURCHYARD,1,,1,United Kingdom,Caernarvonshire
GLANOGWEN (COETMOR) CHURCH CEMETERY,5,3,8,United Kingdom,Caernarvonshire
GLANRHYD CALVINISTIC METHODIST CHAPELYARD,1,,1,United Kingdom,Pembrokeshire
GLANWORTH OLD CEMETERY,1,,1,"Ireland, Republic of",County Cork
GLANWYDDEN CEMETERY,1,,1,United Kingdom,Caernarvonshire
GLASCWM (HEPHZIBAH) BAPTIST BURIAL GROUND,1,,1,United Kingdom,Radnorshire
GLASGOW (CRAIGTON) CEMETERY,166,84,250,United Kingdom,Glasgow
GLASGOW (EASTWOOD) OLD AND NEW CEMETERY,53,102,155,United Kingdom,Glasgow
GLASGOW (GARNETHILL) HEBREW CONGREGATIONAL BURIAL,3,1,4,United Kingdom,Glasgow
GLASGOW (LAMBHILL) CEMETERY,112,124,236,United Kingdom,Glasgow
GLASGOW (RIDDRIE PARK) CEMETERY,102,250,352,United Kingdom,Glasgow
GLASGOW (SANDYMOUNT) CEMETERY,70,111,181,United Kingdom,Glasgow
GLASGOW (SIGHTHILL) CEMETERY,86,19,105,United Kingdom,Glasgow
GLASGOW (ST. KENTIGERN'S) ROMAN CATHOLIC CEMETERY,140,193,334,United Kingdom,Glasgow
GLASGOW (ST. PETER'S) ROMAN CATHOLIC CEMETERY,114,156,270,United Kingdom,Glasgow
GLASGOW CREMATORIUM,1,73,74,United Kingdom,Glasgow
GLASGOW EASTERN NECROPOLIS,72,32,104,United Kingdom,Glasgow
GLASGOW NECROPOLIS,15,4,19,United Kingdom,Glasgow
GLASGOW SOUTHERN NECROPOLIS,23,1,24,United Kingdom,Glasgow
GLASGOW WESTERN NECROPOLIS,358,124,484,United Kingdom,Glasgow
GLASLOUGH CHURCH OF IRELAND NEW CEMETERY,1,,1,"Ireland, Republic of",County Monaghan
GLASNEVIN (OR PROSPECT) CEMETERY,166,41,207,"Ireland, Republic of",County Dublin
GLASNEVIN (ST. MOBHIS) CHURCH OF IRELAND CHURCHYARD,3,,3,"Ireland, Republic of",County Dublin
GLASS PARISH CHURCHYARD,1,,1,United Kingdom,Aberdeenshire
GLASSFORD OLD CHURCHYARD,2,2,4,United Kingdom,Lanarkshire
GLASSON (CHRIST CHURCH) CHURCHYARD,2,1,3,United Kingdom,Lancashire
GLASTONBURY CEMETERY,4,6,10,United Kingdom,Somerset
GLATTON (ST. NICHOLAS) CHURCHYARD,1,,1,United Kingdom,Huntingdonshire
GLAZEBURY (ALL SAINTS) CHURCHYARD,3,1,4,United Kingdom,Lancashire
GLEMSFORD (ST. MARY) CHURCHYARD,3,1,4,United Kingdom,Suffolk
GLEN ELMO (UKRANIAN ORTHODOX) CEMETERY,1,,1,Canada,Manitoba
GLEN FALLS CEMETERY,1,,1,United States of America,New York
"GLEN GARRY FARM CEMETERY, DE WETSDORP",1,,1,South Africa,Free State
GLEN INNES GENERAL CEMETERY,3,10,13,Australia,New South Wales
GLEN OSMOND (ST. SAVIOUR) ANGLICAN CEMETERY,1,2,3,Australia,South Australia
GLENARIFFE BAY ROMAN CATHOLIC CEMETERY,2,,2,United Kingdom,County Antrim
GLENARM (ST. PATRICK) CHURCH OF IRELAND CHURCHYARD,1,,1,United Kingdom,County Antrim
GLENARM NEW CEMETERY,4,1,5,United Kingdom,County Antrim
GLENBORO (BRU FRIKIRK JU LUTHERAN CHURCH) CEMETERY,1,,1,Canada,Manitoba
GLENBORO' MUNICIPAL CEMETERY,2,1,3,Canada,Manitoba
GLENBUCHAT PARISH CHURCHYARD,1,,1,United Kingdom,Aberdeenshire
GLENCAIRN PARISH CHURCHYARD,2,,2,United Kingdom,Dumfriesshire
GLENCAIRN PARISH CHURCHYARD EXTENSION,3,,3,United Kingdom,Dumfriesshire
GLENCOE (OAKLAND) CEMETERY,1,,1,Canada,Ontario
GLENCONVINTH OLD CHURCHYARD,1,,1,United Kingdom,Inverness-shire
GLENCORSE NEW CEMETERY,4,1,5,United Kingdom,Midlothian
GLENCROSS BURYING GROUND,1,,1,Canada,Manitoba
GLENDERMOT CHURCH OF IRELAND CHURCHYARD AND NEW CEMETERY,10,8,18,United Kingdom,County Londonderry
GLENEAGLE ROMAN CATHOLIC CEMETERY,1,2,3,Australia,Queensland
GLENEALY CHURCH OF IRELAND CHURCHYARD,1,1,2,"Ireland, Republic of",County Wicklow
GLENELG CENTRE (ST. JOHN'S) CEMETERY,1,,1,Canada,Ontario
GLENELG PARISH CHURCHYARD,3,1,4,United Kingdom,Inverness-shire
GLENFIELD (ST. PETER) CHURCHYARD,1,3,4,United Kingdom,Leicestershire
GLENKEEN OLD GRAVEYARD,1,,1,"Ireland, Republic of",County Tipperary
GLENLUCE (OR OLD LUCE) CEMETERY,6,,6,United Kingdom,Wigtownshire
GLENMORE (ST. JAMES) CATHOLIC CHURCHYARD,1,,1,"Ireland, Republic of",County Kilkenny
GLENMUICK PARISH CHURCHYARD,2,,2,United Kingdom,Aberdeenshire
GLENNAN PRESBYTERIAN CHURCHYARD,1,,1,"Ireland, Republic of",County Monaghan
GLENOCK ROMAN CATHOLIC CEMETERY,1,,1,United Kingdom,County Tyrone
GLENORCHY PARISH CHURCHYARD,4,1,5,United Kingdom,Argyllshire
GLENSHEE PARISH CHURCHYARD,1,1,2,United Kingdom,Perthshire
GLENVILLE CEMETERY,1,,1,Canada,Nova Scotia
GLENVILLE CHURCH OF IRELAND CHURCHYARD,1,,1,"Ireland, Republic of",County Cork
GLISY COMMUNAL CEMETERY,8,,8,France,Somme
GLORIEUX FRENCH NATIONAL CEMETERY,2,,2,France,Meuse
GLOSSOP (OR WHITFIELD) (ST. JAMES) CHURCHYARD,3,,3,United Kingdom,Derbyshire
GLOSSOP CEMETERY,26,23,49,United Kingdom,Derbyshire
GLOUCESTER OLD CEMETERY,159,102,271,United Kingdom,Gloucestershire
GLYN NEATH CONGREGATIONAL CHAPELYARD,2,2,4,United Kingdom,Glamorganshire
GLYN OGWR CEMETERY,1,,1,United Kingdom,Glamorganshire
GLYNARTHEN CONGREGATIONAL CHAPELYARD,2,1,3,United Kingdom,Cardiganshire
GLYNCORRWG (CYMMER) CEMETERY,3,9,12,United Kingdom,Glamorganshire
GLYNDE CHURCHYARD,2,1,3,United Kingdom,Sussex
GLYNDYFRDWY (ST. THOMAS) CHURCHYARD,1,,1,United Kingdom,Merionethshire
GLYNN (ST. JOHN) CHURCH OF IRELAND CHURCHYARD,1,1,2,United Kingdom,County Antrim
GNOSALL (ST. LAWRENCE) CHURCHYARD EXTENSION,2,3,5,United Kingdom,Staffordshire
GODALMING NEW CEMETERY,21,16,37,United Kingdom,Surrey
GODALMING OLD CEMETERY,8,,8,United Kingdom,Surrey
GODERICH (MAITLAND) CEMETERY,5,16,21,Canada,Ontario
GODEWAERSVELDE BRITISH CEMETERY,991,,991,France,Nord
GODEZONNE FARM CEMETERY,79,,79,Belgium,West-Vlaanderen
GODFREY (PICCADILLY) CEMETERY,2,,2,Canada,Ontario
GODINGTON (HOLY TRINITY) CHURCHYARD,1,,1,United Kingdom,Oxfordshire
GODLEY (ST. JOHN THE BAPTIST) CHURCHYARD,3,2,5,United Kingdom,Cheshire
GODMANCHESTER (ST. MARY) CHURCHYARD,3,3,6,United Kingdom,Huntingdonshire
GODRE'R GRAIG (HOLY TRINITY) CHURCHYARD,3,,3,United Kingdom,Glamorganshire
GODSHILL (ALL SAINTS) CHURCHYARD,1,,1,United Kingdom,Isle of Wight
GODSTONE (ST. NICHOLAS) CHURCHYARD,5,4,9,United Kingdom,Surrey
"GOEDGEVONDEN FARM BURIAL GROUND, KLERKSDORP",1,1,2,South Africa,North West
GOGINAN (JEZREEL) WELSH BAPTIST CHAPELYARD,1,1,2,United Kingdom,Cardiganshire
GOLBEY COMMUNAL CEMETERY,1,,1,France,Vosges
GOLBORNE (ST. THOMAS) CHURCHYARD,4,7,11,United Kingdom,Lancashire
GOLCAR (ST. JOHN) CHURCHYARD,5,3,8,United Kingdom,Yorkshire
GOLCAR BAPTIST CHAPELYARD,3,3,6,United Kingdom,Yorkshire
GOLDBORO (BAY VIEW) CEMETERY,2,,2,Canada,Nova Scotia
GOLDEN LAKE FIRST NATIONS ROMAN CATHOLIC CEMETERY,1,1,2,Canada,Ontario
GOLDENHILL (ST. JOHN) CHURCHYARD,10,6,16,United Kingdom,Staffordshire
GOLDERS GREEN CREMATORIUM,83,408,491,United Kingdom,Middlesex
GOLDERS GREEN JEWISH CEMETERY,10,14,24,United Kingdom,Middlesex
GOLDHANGER (ST. PETER) CHURCHYARD,3,,3,United Kingdom,Essex
GOLDINGTON (ST. MARY) CHURCHYARD,1,1,2,United Kingdom,Bedfordshire
GOLDSBOROUGH (ST. MARY) CHURCHYARD,1,,1,United Kingdom,Yorkshire
GOLSPIE CEMETERY,5,1,7,United Kingdom,Sutherland
GOLTHO (ST. GEORGE) CHURCHYARD,1,,1,United Kingdom,Lincolnshire
GOMERSAL (GROVE) CONGREGATIONAL CHAPELYARD,1,,1,United Kingdom,Yorkshire
GOMERSAL (ST. MARY) CHURCHYARD,2,3,5,United Kingdom,Yorkshire
GOMERSAL METHODIST CHAPELYARD,1,1,2,United Kingdom,Yorkshire
GOMIECOURT SOUTH CEMETERY,233,,233,France,Pas de Calais
"GOMMECOURT BRITISH CEMETERY NO.2, HEBUTERNE",1356,,1356,France,Pas de Calais
"GOMMECOURT WOOD NEW CEMETERY, FONCQUEVILLERS",748,,748,France,Pas de Calais
GONNEHEM BRITISH CEMETERY,200,,200,France,Pas de Calais
